Date,Close
2025-01-30 13:55:00+00:00,104860.705
2025-01-30 14:00:00+00:00,104785.2255
2025-01-30 14:05:00+00:00,104984.155
2025-01-30 14:10:00+00:00,104849.826
2025-01-30 14:15:00+00:00,104733.5745
2025-01-30 14:20:00+00:00,104904.218
2025-01-30 14:25:00+00:00,104880.12
2025-01-30 14:30:00+00:00,105038.2015
2025-01-30 14:35:00+00:00,105070.85
2025-01-30 14:40:00+00:00,105184.645
2025-01-30 14:45:00+00:00,105756.47
2025-01-30 14:50:00+00:00,106005.7735
2025-01-30 14:55:00+00:00,105915.21
2025-01-30 15:00:00+00:00,105996.55
2025-01-30 15:05:00+00:00,106116.3095
2025-01-30 15:10:00+00:00,106217.3265
2025-01-30 15:15:00+00:00,106034.491
2025-01-30 15:20:00+00:00,105898.9855
2025-01-30 15:25:00+00:00,105501.4665
2025-01-30 15:30:00+00:00,105794.954
2025-01-30 15:35:00+00:00,105857.7325
2025-01-30 15:40:00+00:00,105841.505
2025-01-30 15:45:00+00:00,105988.0205
2025-01-30 15:50:00+00:00,105726.67
2025-01-30 15:55:00+00:00,105558.625
2025-01-30 16:00:00+00:00,105717.78
2025-01-30 16:05:00+00:00,105748.1
2025-01-30 16:10:00+00:00,105685.681
2025-01-30 16:15:00+00:00,105849.0755
2025-01-30 16:20:00+00:00,105918.45
2025-01-30 16:25:00+00:00,105958.62
2025-01-30 16:30:00+00:00,105815.49
2025-01-30 16:35:00+00:00,105831.9435
2025-01-30 16:40:00+00:00,105801.2345
2025-01-30 16:45:00+00:00,105717.93
2025-01-30 16:50:00+00:00,105725.754
2025-01-30 16:55:00+00:00,105709.293
2025-01-30 17:00:00+00:00,105432.647
2025-01-30 17:05:00+00:00,105438.891
2025-01-30 17:10:00+00:00,105302.7485
2025-01-30 17:15:00+00:00,105382.585
2025-01-30 17:20:00+00:00,105351.7855
2025-01-30 17:25:00+00:00,105156.0635
2025-01-30 17:30:00+00:00,105183.2795
2025-01-30 17:35:00+00:00,104993.97
2025-01-30 17:40:00+00:00,105029.55
2025-01-30 17:45:00+00:00,105137.845
2025-01-30 17:50:00+00:00,105127.2415
2025-01-30 17:55:00+00:00,105337.865
2025-01-30 18:00:00+00:00,105194.2395
2025-01-30 18:05:00+00:00,105265.11
2025-01-30 18:10:00+00:00,105235.36
2025-01-30 18:15:00+00:00,105202.39
2025-01-30 18:20:00+00:00,105130.6045
2025-01-30 18:25:00+00:00,104910.795
2025-01-30 18:30:00+00:00,105226.2115
2025-01-30 18:35:00+00:00,105434.44
2025-01-30 18:40:00+00:00,105418.97
2025-01-30 18:45:00+00:00,105497.38
2025-01-30 18:50:00+00:00,105449.224
2025-01-30 18:55:00+00:00,105591.295
2025-01-30 19:00:00+00:00,105531.79
2025-01-30 19:05:00+00:00,105633.2
2025-01-30 19:10:00+00:00,105516.963
2025-01-30 19:15:00+00:00,105411.155
2025-01-30 19:20:00+00:00,105355.9275
2025-01-30 19:25:00+00:00,105419.992
2025-01-30 19:30:00+00:00,105404.85
2025-01-30 19:35:00+00:00,105321.125
2025-01-30 19:40:00+00:00,105469.2
2025-01-30 19:45:00+00:00,105548.2765
2025-01-30 19:50:00+00:00,105636.1
2025-01-30 19:55:00+00:00,105728.5995
2025-01-30 20:00:00+00:00,105764.7825
2025-01-30 20:05:00+00:00,105794.85
2025-01-30 20:10:00+00:00,105766.755
2025-01-30 20:15:00+00:00,105789.529
2025-01-30 20:20:00+00:00,105763.528
2025-01-30 20:25:00+00:00,105687.877
2025-01-30 20:30:00+00:00,105513.5515
2025-01-30 20:35:00+00:00,105138.924
2025-01-30 20:40:00+00:00,104948.5615
2025-01-30 20:45:00+00:00,105274.183
2025-01-30 20:50:00+00:00,105157.362
2025-01-30 20:55:00+00:00,104938.406
2025-01-30 21:00:00+00:00,105030.1035
